1.458917886980591327e-01,1.466856906619624923e-01,-1.519195732278008810e-02,-2.259097433609809705e-02
3.078955283909410312e-01,2.178696339390393255e-01,3.665898515921299228e-01,2.446613993303236312e-01
2.849754457351973413e-01,3.189472849728315351e-01,3.167178957211864154e-01,2.887288991860864074e-01
3.663698592180875124e-01,4.697336209809221952e-01,4.329814276386501071e-01,4.032253085411882099e-01
1.019676434321873798e-01,2.219337098398684732e-02,-3.269294100423403987e-02,2.375197210664687416e-03
1.591263094842579051e-01,1.610127496925569945e-01,2.858975164681455405e-01,1.733173271411226901e-01
3.786330625079095125e-01,2.688458636997111961e-01,2.580435979392231016e-01,2.750682870411479963e-01
1.144357564333532418e-01,8.607240929486366376e-02,2.170264488601626185e-01,3.706467186909659928e-01
-2.055468026649692401e-03,6.715887615395922661e-02,6.502404244375974141e-02,1.354352833109932208e-01
2.499651845236534886e-01,2.286262154325208740e-01,1.523194917935478954e-01,1.597727684109648549e-01
2.632052316398110145e-03,9.734616723730181442e-02,4.097245805761891291e-02,-5.596134212030152294e-02
4.601155623437763742e-01,4.012590740016968027e-01,3.634391539347433531e-01,3.025738383165096912e-01
6.310967209238351749e-01,4.928062991409992710e-01,1.205847229188209274e-01,2.201818936549717332e-01
5.673489565775747812e-01,5.235772821542395983e-01,4.301333167035482075e-01,3.668947633937039710e-01
7.759357349317770602e-02,2.604503355017311755e-02,1.288668504690596572e-01,1.192481827700261759e-01
3.024018671276779702e-01,1.898214732234224933e-01,3.163363634024036752e-01,3.252873808504299635e-01
2.524690703252344681e-01,2.431796151454657662e-01,2.690764147267011297e-01,1.849315000565457667e-01
8.567489444509018837e-02,1.705645732511184565e-01,4.000355020025034986e-02,4.766383227867728584e-02
1.554011977189410920e-01,6.117732921208666498e-03,-1.988844594163528129e-02,5.544282617257730028e-02
4.802345169271827197e-01,4.478943849853824211e-01,4.021358688973369899e-01,4.345190596881756129e-01
